sample	disposition	genbank_accession	biosample_acc
ERR1514779	Available	GCA_042007685.1	SAMEA3432002
ERR1528135	Available	GCA_042006205.1	SAMEA3431667
ERR1555174	Available	GCA_041999625.1	SAMEA3468228
ERR1555221	Available	GCA_041977755.1	SAMEA3468280
ERR1560852	Available	GCA_041975765.1	SAMEA3485641
SRR8560375	Available	GCA_041960175.1	SAMN10914910
SRR8559208	Available	GCA_041995225.1	SAMN10912867
SRR8559284	Available	GCA_041993785.1	SAMN10912901
SRR8559392	Available	GCA_041991605.1	SAMN10912863
SRR8559426	Available	GCA_041990965.1	SAMN10913168
SRR8559436	Available	GCA_041990805.1	SAMN10913583
SRR8559446	Available	GCA_041990645.1	SAMN10913339
SRR8559458	Available	GCA_041990365.1	SAMN10913601
SRR8559468	Available	GCA_041990185.1	SAMN10913500
SRR8559478	Available	GCA_041989985.1	SAMN10912889
SRR8559565	Available	GCA_041988265.1	SAMN10913205
SRR8559706	Available	GCA_041979965.1	SAMN10913477
SRR8559716	Available	GCA_041979785.1	SAMN10912906
SRR8559809	Available	GCA_041970365.1	SAMN10913438
SRR8560035	Available	GCA_041966845.1	SAMN10914989
SRR8560206	Available	GCA_041963475.1	SAMN10914767
SRR8560216	Available	GCA_041963275.1	SAMN10914635
SRR8560243	Available	GCA_041962755.1	SAMN10914859
SRR8560292	Available	GCA_041961775.1	SAMN10914708
SRR8560319	Available	GCA_041961295.1	SAMN10914959
SRR8559175	Available	GCA_041995945.1	SAMN10913546
SRR8559203	Available	GCA_041995365.1	SAMN10912874
SRR8559307	Available	GCA_041993325.1	SAMN10913160
SRR8559310	Available	GCA_041993205.1	SAMN10913157
SRR8559439	Available	GCA_041990705.1	SAMN10913338
SRR8559489	Available	GCA_041989765.1	SAMN10913056
SRR8559505	Available	GCA_041989485.1	SAMN10913180
SRR8559510	Available	GCA_041989425.1	SAMN10913175
SRR8559525	Available	GCA_041989105.1	SAMN10913349
SRR8559550	Available	GCA_041988605.1	SAMN10913569
SRR8559577	Available	GCA_041988025.1	SAMN10913048
SRR8559597	Available	GCA_041986725.1	SAMN10913522
SRR8559622	Available	GCA_041985645.1	SAMN10912883
SRR8559627	Available	GCA_041985445.1	SAMN10912876
SRR8559637	Available	GCA_041983445.1	SAMN10913386
SRR8559701	Available	GCA_041980305.1	SAMN10913480
SRR8559766	Available	GCA_041978765.1	SAMN10913113
SRR8559771	Available	GCA_041978685.1	SAMN10913108
SRR8559794	Available	GCA_041978225.1	SAMN10913255
SRR8559850	Available	GCA_041969505.1	SAMN10913378
SRR8559890	Available	GCA_041968645.1	SAMN10913097
SRR8559896	Available	GCA_041968715.1	SAMN10913099
SRR8559901	Available	GCA_041968535.1	SAMN10913104
SRR8559927	Available	GCA_041968035.1	SAMN10912922
SRR8559947	Available	GCA_041967645.1	SAMN10912848
SRR8560018	Available	GCA_041967125.1	SAMN10914869
SRR8560113	Available	GCA_041965305.1	SAMN10914934
SRR8560138	Available	GCA_041964815.1	SAMN10915030
SRR8560143	Available	GCA_041964665.1	SAMN10914718
SRR8560264	Available	GCA_041962235.1	SAMN10915128
SRR8560270	Available	GCA_041962475.1	SAMN10914928
SRR8560275	Available	GCA_041962415.1	SAMN10914927
SRR8560280	Available	GCA_041962015.1	SAMN10914922
SRR8560287	Available	GCA_041961855.1	SAMN10914964
SRR8560290	Available	GCA_041961835.1	SAMN10914967
SRR8560324	Available	GCA_041961175.1	SAMN10914648
SRR8559190	Available	GCA_041995625.1	SAMN10913310
SRR8559419	Available	GCA_041991145.1	SAMN10913286
SRR8559429	Available	GCA_041990905.1	SAMN10913575
SRR8559312	Available	GCA_041993285.1	SAMN10913155
SRR8559347	Available	GCA_041992505.1	SAMN10913363
SRR8559367	Available	GCA_041992105.1	SAMN10912987
SRR8559424	Available	GCA_041991045.1	SAMN10913170
SRR8559653	Available	GCA_041982825.1	SAMN10913192
SRR8559663	Available	GCA_041982505.1	SAMN10913447
SRR8559835	Available	GCA_041969855.1	SAMN10912975
SRR8559845	Available	GCA_041969705.1	SAMN10913383
SRR8559932	Available	GCA_041967965.1	SAMN10913008
SRR8560529	Available	GCA_037886555.1	SAMN10914900
SRR8566561	Available	GCA_037883275.1	SAMN10920463
SRR8566571	Available	GCA_037883095.1	SAMN10920633
SRR8566665	Available	GCA_037880275.1	SAMN10920427
SRR8566680	Available	GCA_037879975.1	SAMN10920676
SRR8566688	Available	GCA_037879875.1	SAMN10920573
SRR8566841	Available	GCA_037876605.1	SAMN10920726
SRR8566865	Available	GCA_037876025.1	SAMN10920483
SRR8566918	Available	GCA_037874895.1	SAMN10920442
SRR8566997	Available	GCA_037873345.1	SAMN10920972
SRR8567007	Available	GCA_037873145.1	SAMN10920561
SRR8567015	Available	GCA_037873005.1	SAMN10920514
SRR8567020	Available	GCA_037872905.1	SAMN10920519
SRR8567047	Available	GCA_037872345.1	SAMN10920479
SRR8567169	Available	GCA_037870045.1	SAMN10920783
SRR8560416	Available	GCA_041959305.1	SAMN10914819
SRR8560421	Available	GCA_041959245.1	SAMN10914879
SRR8560443	Available	GCA_041958875.1	SAMN10914976
SRR8560453	Available	GCA_041958625.1	SAMN10915115
SRR8560534	Available	GCA_037886455.1	SAMN10914909
SRR8560544	Available	GCA_037886275.1	SAMN10914618
SRR8560554	Available	GCA_037886035.1	SAMN10915023
SRR8560581	Available	GCA_037885455.1	SAMN10914564
SRR8560591	Available	GCA_037885245.1	SAMN10915059
SRR8566564	Available	GCA_037883215.1	SAMN10920466
SRR8566569	Available	GCA_037883075.1	SAMN10920635
SRR8566644	Available	GCA_037881295.1	SAMN10920952
SRR8566649	Available	GCA_037880575.1	SAMN10920989
SRR8566670	Available	GCA_037880175.1	SAMN10920424
SRR8566715	Available	GCA_037879185.1	SAMN10920496
SRR8566726	Available	GCA_037878925.1	SAMN10921080
SRR8566860	Available	GCA_037876105.1	SAMN10921099
SRR16999536	Available	GCA_042068285.1	SAMN13918383
SRR16999570	Available	GCA_042067625.1	SAMN13975296
SRR16999590	Available	GCA_042067185.1	SAMN13975345
SRR16999595	Available	GCA_042067125.1	SAMN13957827
SRR16999650	Available	GCA_042066065.1	SAMN14640488
SRR16999660	Available	GCA_042065865.1	SAMN14640480
SRR16999672	Available	GCA_042065585.1	SAMN14588913
SRR16999673	Available	GCA_042065605.1	SAMN14588912
SRR16643981	Available	GCA_037840685.1	SAMN12827974
SRR16644003	Available	GCA_037840285.1	SAMN12545771
SRR16644212	Available	GCA_037836375.1	SAMN13839978
SRR16644287	Available	GCA_037834965.1	SAMN12875899
SRR16644613	Available	GCA_037827735.1	SAMN13839955
SRR16643951	Available	GCA_037841195.1	SAMN13330207
SRR16644018	Available	GCA_037840045.1	SAMN12545757
SRR16644147	Available	GCA_037837605.1	SAMN12875892
SRR16644282	Available	GCA_037835085.1	SAMN12913318
SRR16644369	Available	GCA_037832455.1	SAMN13840011
SRR16644463	Available	GCA_037830635.1	SAMN12821395
SRR16644501	Available	GCA_037829875.1	SAMN12708630
SRR16644598	Available	GCA_037828025.1	SAMN12546584
SRR16643953	Available	GCA_037841215.1	SAMN13330205
SRR16644066	Available	GCA_037839195.1	SAMN12635951
SRR16644174	Available	GCA_037837035.1	SAMN12636000
SRR16644179	Available	GCA_037836935.1	SAMN11108624
SRR16644249	Available	GCA_037835665.1	SAMN12546587
SRR16644254	Available	GCA_037835605.1	SAMN12662269
SRR16644304	Available	GCA_037834645.1	SAMN12718976
SRR16644417	Available	GCA_037831465.1	SAMN13320654
SRR16644437	Available	GCA_037831035.1	SAMN13330263
SRR16644483	Available	GCA_037830245.1	SAMN12708627
SRR16644488	Available	GCA_037830145.1	SAMN12788898
SRR16644543	Available	GCA_037828995.1	SAMN13446585
SRR16643894	Available	GCA_037842265.1	SAMN12635962
SRR16643929	Available	GCA_037841675.1	SAMN13323833
SRR16643939	Available	GCA_037841475.1	SAMN13149151
SRR16643959	Available	GCA_037841095.1	SAMN11288757
SRR16643969	Available	GCA_037840895.1	SAMN12880941
SRR16643986	Available	GCA_037840565.1	SAMN12788943
SRR16644031	Available	GCA_037839885.1	SAMN13561005
SRR16644136	Available	GCA_037837815.1	SAMN13825605
SRR16644159	Available	GCA_037837345.1	SAMN12636056
SRR16644236	Available	GCA_037835905.1	SAMN11341580
SRR16644397	Available	GCA_037831865.1	SAMN13446575
SRR16644402	Available	GCA_037831805.1	SAMN13330286
SRR16644422	Available	GCA_037831335.1	SAMN13330285
SRR16644432	Available	GCA_037831155.1	SAMN13330268
SRR16644504	Available	GCA_037829855.1	SAMN12662296
SRR16644589	Available	GCA_037828205.1	SAMN12610030
SRR16644704	Available	GCA_037825865.1	SAMN11515068
SRR16644711	Available	GCA_037825775.1	SAMN11618844
SRR16644721	Available	GCA_037825695.1	SAMN11477555
SRR16643947	Available	GCA_037841315.1	SAMN13330226
SRR16644022	Available	GCA_037840005.1	SAMN13513430
SRR16644029	Available	GCA_037839905.1	SAMN13561007
SRR16644241	Available	GCA_037835795.1	SAMN12609992
SRR16644266	Available	GCA_037835445.1	SAMN13149149
SRR16644271	Available	GCA_037835245.1	SAMN13149144
SRR16644308	Available	GCA_037834545.1	SAMN12723246
SRR16644353	Available	GCA_037833075.1	SAMN11581158
SRR16644490	Available	GCA_037830105.1	SAMN11341600
SRR16644587	Available	GCA_037828245.1	SAMN12684807
SRR16644644	Available	GCA_037827095.1	SAMN12875876
SRR16644649	Available	GCA_037826995.1	SAMN12860803
SRR16644669	Available	GCA_037826545.1	SAMN12880961
SRR16644674	Available	GCA_037826585.1	SAMN11341578
SRR16644699	Available	GCA_037826025.1	SAMN11341575
SRR16644719	Available	GCA_037825455.1	SAMN11515060
SRR16644714	Available	GCA_037825535.1	SAMN11477559
SRR16644335	Available	GCA_037833675.1	SAMN11784730
SRR16644412	Available	GCA_037831565.1	SAMN11406866
SRR5990350	Available	GCA_042133465.1	SAMN07271514
SRR16683455	Available	GCA_037728585.1	SAMN22824156
SRR16683486	Available	GCA_037727635.1	SAMN22824128
SRR16683538	Available	GCA_037725525.1	SAMN22824106
SRR16683543	Available	GCA_037725305.1	SAMN22824101
SRR16683548	Available	GCA_037725095.1	SAMN22824097
SRR16683558	Available	GCA_037724665.1	SAMN22823955
SRR16683598	Available	GCA_037723215.1	SAMN22824078
SRR16683640	Available	GCA_037721725.1	SAMN22824321
SRR16683655	Available	GCA_037721375.1	SAMN22824056
SRR16683662	Available	GCA_037721085.1	SAMN22824050
SRR16683680	Available	GCA_037720435.1	SAMN22824033
SRR16683700	Available	GCA_037719625.1	SAMN22824015
SRR16683715	Available	GCA_037719225.1	SAMN22824001
SRR16683720	Available	GCA_037718895.1	SAMN22823997
SRR16683806	Available	GCA_037717135.1	SAMN22824248
SRR16683460	Available	GCA_037728505.1	SAMN22824151
SRR16683485	Available	GCA_037786195.1	SAMN22824129
SRR16683526	Available	GCA_037726005.1	SAMN22824117
SRR16683667	Available	GCA_037720915.1	SAMN22824045
SRR16683669	Available	GCA_037720825.1	SAMN22824043
SRR16683731	Available	GCA_037718645.1	SAMN22824315
SRR16683736	Available	GCA_037718545.1	SAMN22823933
SRR16683751	Available	GCA_037718225.1	SAMN22824297
SRR16683793	Available	GCA_037717395.1	SAMN22824260
SRR16683796	Available	GCA_037717335.1	SAMN22824257
SRR16683803	Available	GCA_037717215.1	SAMN22823927
SRR16683813	Available	GCA_037716995.1	SAMN22824241
SRR16683818	Available	GCA_037716935.1	SAMN22824237
SRR8566957	Available	GCA_037874155.1	SAMN10920772
SRR8566967	Available	GCA_037873955.1	SAMN10920885
SRR8567022	Available	GCA_037872885.1	SAMN10921126
SRR8566811	Available	GCA_037877195.1	SAMN10920540
SRR8560436	Available	GCA_041958975.1	SAMN10915011
SRR8566587	Available	GCA_037882555.1	SAMN10920817
SRR8566607	Available	GCA_037882125.1	SAMN10921189
SRR8566759	Available	GCA_037878265.1	SAMN10920592
SRR8567086	Available	GCA_037871555.1	SAMN10920738
SRR8567151	Available	GCA_037870395.1	SAMN10921162
SRR8567238	Available	GCA_037868725.1	SAMN10920720
SRR8567248	Available	GCA_037868495.1	SAMN10920718
SRR8567268	Available	GCA_037868075.1	SAMN10920679
SRR8560431	Available	GCA_041959095.1	SAMN10914873
SRR8560441	Available	GCA_041958855.1	SAMN10915014
SRR8566622	Available	GCA_037881825.1	SAMN10920404
SRR8566754	Available	GCA_037878345.1	SAMN10920996
SRR8566764	Available	GCA_037878135.1	SAMN10920937
SRR8566806	Available	GCA_037877295.1	SAMN10920533
SRR8567166	Available	GCA_037870085.1	SAMN10920451
SRR8567186	Available	GCA_037869745.1	SAMN10920546
SRR8567243	Available	GCA_037868595.1	SAMN10920711
SRR16999348	Available	GCA_042071545.1	SAMN13672888
SRR16999365	Available	GCA_042071305.1	SAMN14835677
SRR16999408	Available	GCA_042070625.1	SAMN14484868
SRR16999470	Available	GCA_042069405.1	SAMN14078992
SRR16999535	Available	GCA_042068265.1	SAMN14170507
SRR16999537	Available	GCA_042068225.1	SAMN14170506
SRR16999584	Available	GCA_042067325.1	SAMN13975349
SRR16999661	Available	GCA_042065785.1	SAMN14640479
SRR16999746	Available	GCA_042064385.1	SAMN14214360
SRR16999319	Available	GCA_042072165.1	SAMN13918481
SRR16999376	Available	GCA_042071125.1	SAMN13825621
SRR16999377	Available	GCA_042071085.1	SAMN13825620
SRR16999421	Available	GCA_042070345.1	SAMN14404046
SRR16999429	Available	GCA_042070185.1	SAMN14404037
SRR16999464	Available	GCA_042069475.1	SAMN14170554
SRR16999501	Available	GCA_042068845.1	SAMN13975284
SRR16999510	Available	GCA_042068665.1	SAMN13873860
SRR16999526	Available	GCA_042068405.1	SAMN13928393
SRR16999581	Available	GCA_042067385.1	SAMN13975361
SRR16999658	Available	GCA_042065885.1	SAMN14640482
SRR16999710	Available	GCA_042064895.1	SAMN13957814
SRR16999718	Available	GCA_042064745.1	SAMN13871916
SRR16999737	Available	GCA_042064465.1	SAMN14214374
SRR16644155	Available	GCA_037837425.1	SAMN12875886
SRR16644232	Available	GCA_037835995.1	SAMN12610001
SRR16644668	Available	GCA_037826565.1	SAMN12880962
SRR16643985	Available	GCA_037840645.1	SAMN12788945
SRR16644023	Available	GCA_037839945.1	SAMN13688766
SRR16644050	Available	GCA_037839495.1	SAMN11477554
SRR16644060	Available	GCA_037839355.1	SAMN11637283
SRR16644160	Available	GCA_037837305.1	SAMN12636055
SRR16644175	Available	GCA_037837015.1	SAMN12636025
SRR16644217	Available	GCA_037836275.1	SAMN13839966
SRR16644291	Available	GCA_037834925.1	SAMN12746315
SRR16644334	Available	GCA_037833755.1	SAMN12587525
SRR16644453	Available	GCA_037830755.1	SAMN12880958
SRR16644648	Available	GCA_037827015.1	SAMN12860804
SRR16644653	Available	GCA_037826915.1	SAMN12860799
SRR16644670	Available	GCA_037826525.1	SAMN12662258
SRR16644673	Available	GCA_037826605.1	SAMN12497027
SRR16644685	Available	GCA_037826285.1	SAMN12545778
SRR16644720	Available	GCA_037825715.1	SAMN11477557
SRR16644009	Available	GCA_037840165.1	SAMN11233362
SRR16644045	Available	GCA_037839645.1	SAMN13840043
SRR16644047	Available	GCA_037839575.1	SAMN11108613
SRR16644208	Available	GCA_037836455.1	SAMN13840004
SRR16644401	Available	GCA_037831825.1	SAMN11349854
SRR16644448	Available	GCA_037830835.1	SAMN13330251
SRR16644555	Available	GCA_037828865.1	SAMN13688774
SRR16644609	Available	GCA_037827815.1	SAMN13839959
SRR16643974	Available	GCA_037840815.1	SAMN12880931
SRR16643994	Available	GCA_037840465.1	SAMN12545776
SRR16644036	Available	GCA_037839785.1	SAMN13560992
SRR16644320	Available	GCA_037834175.1	SAMN12718955
SRR16644484	Available	GCA_037830225.1	SAMN12708626
SRR16644489	Available	GCA_037830125.1	SAMN11341598
SRR16644614	Available	GCA_037827715.1	SAMN13839954
SRR16644631	Available	GCA_037827395.1	SAMN13513326
SRR16643987	Available	GCA_037840585.1	SAMN12601216
SRR16644002	Available	GCA_037840305.1	SAMN12545772
SRR16644039	Available	GCA_037839725.1	SAMN13560989
SRR16644119	Available	GCA_037838145.1	SAMN12708655
SRR16644146	Available	GCA_037837645.1	SAMN12875897
SRR16644211	Available	GCA_037836395.1	SAMN13839987
SRR16644495	Available	GCA_037830005.1	SAMN12708634
SRR16644505	Available	GCA_037829815.1	SAMN12788901
SRR16644517	Available	GCA_037829635.1	SAMN13447496
SRR16644527	Available	GCA_037829435.1	SAMN11108612
SRR16644532	Available	GCA_037829315.1	SAMN13447508
SRR16644572	Available	GCA_037828535.1	SAMN13918353
SRR16644582	Available	GCA_037828365.1	SAMN12610008
SRR16644181	Available	GCA_037836855.1	SAMN12276138
SRR5990365	Available	GCA_042133145.1	SAMN07299106
SRR16683481	Available	GCA_037727825.1	SAMN22824132
SRR16683719	Available	GCA_037718905.1	SAMN22823998
SRR16683730	Available	GCA_037718665.1	SAMN22824316
SRR16683732	Available	GCA_037718605.1	SAMN22824314
SRR16683757	Available	GCA_037718125.1	SAMN22824291
SRR8566500	Available	GCA_037884625.1	SAMN10920986
SRR8566662	Available	GCA_037880335.1	SAMN10921148
SRR8566867	Available	GCA_037875985.1	SAMN10920481
SRR8566892	Available	GCA_037875485.1	SAMN10921130
SRR8566934	Available	GCA_037874455.1	SAMN10920658
SRR8566979	Available	GCA_037873715.1	SAMN10921117
SRR8567029	Available	GCA_037872705.1	SAMN10921088
SRR8567039	Available	GCA_037872505.1	SAMN10920477
SRR8567044	Available	GCA_037872405.1	SAMN10920472
SRR8567171	Available	GCA_037869985.1	SAMN10920629
SRR8567173	Available	GCA_037869945.1	SAMN10920630
SRR8567176	Available	GCA_037869905.1	SAMN10920786
SRR8560561	Available	GCA_037885955.1	SAMN10914725
SRR8566677	Available	GCA_037880035.1	SAMN10920580
SRR8566832	Available	GCA_037876815.1	SAMN10920506
SRR8566862	Available	GCA_037876125.1	SAMN10920699
SRR8567004	Available	GCA_037873225.1	SAMN10920977
SRR8567014	Available	GCA_037872985.1	SAMN10920515
SRR16999315	Available	GCA_042072245.1	SAMN13918448
SRR16999405	Available	GCA_042070645.1	SAMN14502215
SRR16999427	Available	GCA_042070225.1	SAMN14404039
SRR16999437	Available	GCA_042070105.1	SAMN14226344
SRR16999442	Available	GCA_042069945.1	SAMN14226340
SRR16999509	Available	GCA_042068705.1	SAMN13918389
SRR16999515	Available	GCA_042068545.1	SAMN13838361
SRR16999522	Available	GCA_042068585.1	SAMN13838353
SRR16999534	Available	GCA_042068245.1	SAMN14170508
SRR16999539	Available	GCA_042068185.1	SAMN14170504
SRR16999565	Available	GCA_042067685.1	SAMN13976898
SRR16999629	Available	GCA_042066485.1	SAMN13896479
SRR16999724	Available	GCA_042064645.1	SAMN13871910
SRR16999736	Available	GCA_042064485.1	SAMN14214378
SRR16999337	Available	GCA_042071865.1	SAMN13918486
SRR16999362	Available	GCA_042071345.1	SAMN14835685
SRR16999431	Available	GCA_042070165.1	SAMN14347658
SRR16999478	Available	GCA_042069205.1	SAMN14078985
SRR16999491	Available	GCA_042069005.1	SAMN14078968
SRR16999498	Available	GCA_042068865.1	SAMN13975299
SRR16999520	Available	GCA_042068505.1	SAMN13918361
SRR16999523	Available	GCA_042068485.1	SAMN13838352
SRR16999561	Available	GCA_042067865.1	SAMN14078997
SRR16999563	Available	GCA_042067765.1	SAMN13976900
SRR16999576	Available	GCA_042067485.1	SAMN13975290
SRR16999598	Available	GCA_042067025.1	SAMN13918424
SRR16999610	Available	GCA_042066865.1	SAMN13896496
SRR16999611	Available	GCA_042066825.1	SAMN13918343
SRR16999626	Available	GCA_042066525.1	SAMN13896482
SRR16999628	Available	GCA_042066445.1	SAMN13896480
SRR16999635	Available	GCA_042066355.1	SAMN13918309
SRR16999745	Available	GCA_042064405.1	SAMN13918427
SRR16999760	Available	GCA_042064105.1	SAMN14291737
SRR16644536	Available	GCA_037829295.1	SAMN13447504
SRR16644546	Available	GCA_037829135.1	SAMN13446582
SRR16643976	Available	GCA_037840795.1	SAMN12827978
SRR16643978	Available	GCA_037840755.1	SAMN12827976
SRR16644204	Available	GCA_037836545.1	SAMN13839979
SRR16644234	Available	GCA_037835975.1	SAMN12609999
SRR16644269	Available	GCA_037835305.1	SAMN13149146
SRR16644302	Available	GCA_037834685.1	SAMN12718978
SRR16644389	Available	GCA_037832025.1	SAMN13446580
SRR16644595	Available	GCA_037828065.1	SAMN12610020
SRR16644633	Available	GCA_037827375.1	SAMN13513324
SRR16643970	Available	GCA_037840875.1	SAMN12788939
SRR16643989	Available	GCA_037840545.1	SAMN12545786
SRR16644162	Available	GCA_037837285.1	SAMN12636053
SRR16644167	Available	GCA_037837165.1	SAMN11108625
SRR16644184	Available	GCA_037836875.1	SAMN12276136
SRR16644229	Available	GCA_037836055.1	SAMN12610004
SRR16644315	Available	GCA_037834315.1	SAMN12718960
SRR16644360	Available	GCA_037832895.1	SAMN13840012
SRR16644413	Available	GCA_037831545.1	SAMN13320667
SRR16644544	Available	GCA_037829015.1	SAMN13446584
SRR16644667	Available	GCA_037826645.1	SAMN12880963
SRR16643954	Available	GCA_037841175.1	SAMN13330204
SRR16643984	Available	GCA_037840625.1	SAMN12788946
SRR16644096	Available	GCA_037838615.1	SAMN12718952
SRR16644126	Available	GCA_037838025.1	SAMN13825615
SRR16644258	Available	GCA_037835525.1	SAMN13330203
SRR16644387	Available	GCA_037832045.1	SAMN13446581
SRR16644479	Available	GCA_037830345.1	SAMN12821378
SRR16644497	Available	GCA_037829985.1	SAMN12739110
SRR16644569	Available	GCA_037828645.1	SAMN13918300
SRR16644579	Available	GCA_037828445.1	SAMN12662300
SRR16644627	Available	GCA_037827475.1	SAMN13412371
SRR16643907	Available	GCA_037842065.1	SAMN12002528
SRR16643982	Available	GCA_037840665.1	SAMN12788948
SRR16644054	Available	GCA_037839415.1	SAMN11477551
SRR16644079	Available	GCA_037838935.1	SAMN11108601
SRR16644430	Available	GCA_037831195.1	SAMN13330269
SRR16644455	Available	GCA_037830655.1	SAMN12880956
SRR16644333	Available	GCA_037833785.1	SAMN12587526
SRR16683436	Available	GCA_037728985.1	SAMN22823990
